,Headlines,Snippets,Year,Country
815,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
816,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
817,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
818,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
819,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
820,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
821,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
822,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
823,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
824,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
825,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
826,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
827,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
828,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
829,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
830,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
831,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
832,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
833,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
834,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
835,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
836,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
837,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
838,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
839,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
840,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
841,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
842,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
843,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
844,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
845,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
846,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
847,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
848,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
849,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
850,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
851,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
852,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
